,label,eval0,eval1,eval2,eval3,eval4,eval5,eval6,eval7,eval8,eval9,eval10,eval11,eval12,eval13,eval14,eval15,eval16,eval17,eval18,eval19,eval20,eval21,eval22,eval23,eval24,eval25,eval26,eval27,eval28,eval29,10.0-percent0,10.0-percent10,10.0-percent20,10.0-percent30,10.0-percent40,10.0-percent50,10.0-percent60,10.0-percent70,10.0-percent80,10.0-percent90,10.0-percent100
0,0,1.9999998807907104,1.9999991655349731,1.9044712781906128,1.8014252185821533,1.5000004768371582,1.1991236209869385,0.8008772730827332,0.49999991059303284,0.1985749453306198,0.09552913159132004,1.0814640916123608e-07,5.5432288093015814e-08,3.807051029980357e-08,1.1463240982327269e-17,0.0,-2.694465274170725e-16,-2.440851432083946e-08,-2.75601905741496e-08,-3.127892256316045e-08,-1.1584376835571675e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0928708545630321,0.12111284983592714,0.1416144026784098,0.16310659884193743,0.19334525665014024,0.36071089903180914,0.699999684421694,0.9999998219959081,0.9999999240769472,1.0000002023794072,1.0000002478420418
1,0,2.0,2.0,1.8090170621871948,1.3090167045593262,1.000000238418579,0.6909828186035156,0.19098281860351562,7.152557373046875e-07,2.384185791015625e-07,2.8335289670167185e-09,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12982102582727115,0.16786965771077902,0.20591835654785134,0.2388123563544672,0.2500206440887413,0.37500873702952925,0.999999877349528,0.999999985689911,1.0,1.000000000000006,1.0000000605804975
2,0,2.0,2.0,2.0,1.9999992847442627,1.4999996423721313,1.0,0.49999967217445374,4.76837158203125e-07,2.384185791015625e-07,2.384185791015625e-07,0.0,-3.90077907752584e-08,-5.526726454263553e-08,-5.960464477539063e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16891283803875617,0.19324548325143082,0.2500214785894615,0.32601304365217865,0.3675648504791703,0.4999981957804102,0.4999988255422899,0.5000001918996629,0.6999992263684262,0.9999993264675435,1.0000004591985472
3,0,2.0,1.999999761581421,1.9999996423721313,1.707107663154602,1.577350378036499,1.4082480669021606,1.0000008344650269,0.5917508602142334,0.4226498603820801,0.29289311170578003,4.76837158203125e-07,1.3879079574508069e-07,5.43333698033166e-08,5.2590795718288064e-08,3.4880162758099686e-08,2.43258710952432e-08,4.819904475539261e-09,0.0,-8.602317852153313e-16,-6.322724033225313e-08,-1.2958781780980644e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10107701947205339,0.11376746046133747,0.12684735621407434,0.21349798901726563,0.2536499975066122,0.3768235428586526,0.5000000030223093,0.9999997808984911,0.9999999206340986,1.0000000000000406,1.0000007808504798
4,0,1.9999996423721313,1.499999761581421,0.4999997019767761,2.4615580684894667e-08,0.0,0.0,0.0,0.0,-6.400062702027753e-09,-3.7253425233529924e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16891280734622544,0.1689128747162064,0.3013477689717967,0.3344565394158769,0.7337824919755171,0.9999998898764618,1.0,1.0,1.0,1.0000000049297681,1.0000000492976817
5,0,2.0000011920928955,2.000000238418579,1.9999995231628418,1.9999995231628418,1.999998927116394,1.9999985694885254,1.707106590270996,1.5,0.9999988079071045,0.4999997019767761,0.2928927540779114,2.771830338588188e-07,7.99645931692794e-08,2.0869762806796643e-08,2.0360857888590544e-08,1.4891924138282775e-08,8.422375685768202e-09,-1.6731623919197854e-15,-1.815607930666374e-08,-5.604897523880936e-08,-2.3329384646331164e-07,-3.845393621304538e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13837455882037578,0.16891271683818188,0.25269006221292833,0.28469088101321227,0.400673553925592,0.49999972873781817,0.5000001547159578,0.5000024726457325,0.8999974184193277,1.0000001438327906,1.0000023932456732
6,0,2.0,2.0,3.5762786865234375e-07,3.5762786865234375e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999981957802215,0.499998212638901,0.49999828007361896,0.7999993120294474,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,0,2.0,2.0,2.0,1.0,1.0,4.76837158203125e-07,4.76837158203125e-07,3.5762786865234375e-07,5.960464477539063e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2500215083893431,0.2500215083931665,0.49999776832288234,0.49999824635626,0.999999880790746,1.0,1.0,1.0,1.0,1.0,1.0
8,0,2.0,1.9999995231628418,1.7071070671081543,0.9999999403953552,0.9999998807907104,0.2928931713104248,2.384185791015625e-07,2.384185791015625e-07,1.1920928955078125e-07,0.0,0.0,0.0,0.0,-1.2434497875801753e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13837445436124132,0.17186885866409002,0.25002199716991114,0.2500222176868859,0.26336271414694845,0.38168107524651196,0.8999983615721092,0.9999998927117545,1.0,1.0,1.0
9,0,1.9999992847442627,1.8773092031478882,1.6300742626190186,1.5000001192092896,1.0000001192092896,0.9999998211860657,0.49999967217445374,0.36992523074150085,0.12269017100334167,8.396159500989597e-08,0.0,-3.332456799398642e-08,-3.8609265118338953e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06993856296857245,0.10745395196914777,0.11118810874674898,0.11740303203842557,0.12403437594122102,0.13693117455421153,0.16178410541935184,0.1934186100478243,0.6790383208429187,0.9999997396422714,1.0000005062516601
10,0,1.9999998807907104,1.9999991655349731,1.7071068286895752,1.707106351852417,1.4082481861114502,1.000000238418579,0.5917516350746155,0.292893648147583,0.29289311170578003,7.152557373046875e-07,3.6061408081877744e-08,2.9802311729554276e-08,1.2408843730327135e-08,7.643767396814383e-09,1.1598332149502489e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1010770318856464,0.11376750754190326,0.13837377383669278,0.19847333940802678,0.22810732792850985,0.2633610199640131,0.2856679349539182,0.9999994415824502,0.9999998036934756,1.0,1.00000020780675
11,0,1.8883943557739258,1.713897466659546,1.397241234779358,1.0000009536743164,1.0000001192092896,0.7907217741012573,0.20974305272102356,8.948574503619966e-08,-3.051746944038314e-08,-3.576200313659683e-08,-6.110980876883332e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06296041102803741,0.07736643702111337,0.07736644661868561,0.11704893909042746,0.11704908427102738,0.20747742322236581,0.22369388127586592,0.24026808557389406,0.9999998223956292,1.0000000271220417,1.0000006176265828
12,0,2.0,2.0,2.0,1.5773504972457886,1.000000238418579,0.4226498603820801,4.76837158203125e-07,4.76837158203125e-07,3.5762786865234375e-07,1.2976369134776178e-07,1.1752204542858635e-08,6.262078580150784e-16,1.2279607035551778e-17,6.582905808980477e-24,4.370956495427383e-25,0.0,-3.4350097686918065e-16,-1.1341166228362454e-08,-4.42909851017248e-08,-7.00916018558928e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1268476098369319,0.13011269726849622,0.35218909837025536,0.49999759110946607,0.49999824635626,0.9999992041995935,0.9999998357831323,1.0000000021667095,1.000000016242086,1.000000119183183,1.0000007464637535
13,0,2.0,2.0,1.9999992847442627,1.499999761581421,0.4999997615814209,3.5762786865234375e-07,3.5762786865234375e-07,6.95377337933678e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16891262802221865,0.3013474486813361,0.4337813990015863,0.4999982294975805,0.5999986240588953,1.0,1.0,1.0,1.0,1.0,1.0
