,label,eval0,eval1,eval2,eval3,eval4,eval5,eval6,eval7,eval8,eval9,eval10,eval11,eval12,eval13,eval14,eval15,eval16,eval17,eval18,eval19,eval20,eval21,eval22,eval23,eval24,eval25,eval26,eval27,eval28,eval29,10.0-percent0,10.0-percent10,10.0-percent20,10.0-percent30,10.0-percent40,10.0-percent50,10.0-percent60,10.0-percent70,10.0-percent80,10.0-percent90,10.0-percent100
0,0,1.9920982122421265,1.983548641204834,1.9447572231292725,1.9284504652023315,1.8405617475509644,1.7675920724868774,1.7675915956497192,1.7399225234985352,1.7031697034835815,1.623377799987793,1.550313949584961,1.4342586994171143,1.4342583417892456,1.3958628177642822,1.3521249294281006,1.166780948638916,1.0000009536743164,1.0000004768371582,1.0000004768371582,1.0000003576278687,1.000000238418579,1.0000001192092896,1.0,0.8384385108947754,0.6360344886779785,0.5657415986061096,0.5657414793968201,0.542553186416626,0.4900315999984741,0.40675365924835205,6.840890757833169e-05,0.00017680750066463577,0.00022329014348178495,0.00046801777012006195,0.0007840003701796874,0.0008843072856667921,0.0011496930202707888,0.0013117902018837777,0.0017413622490300307,0.0018592860882176926,0.0025276193288001412
1,0,1.9920711517333984,1.9831408262252808,1.929438591003418,1.8926020860671997,1.795098900794983,1.7675925493240356,1.7675920724868774,1.7031892538070679,1.6714715957641602,1.571476697921753,1.434259057044983,1.4342588186264038,1.414726734161377,1.3808314800262451,1.3234801292419434,1.1278555393218994,1.0000001192092896,1.0000001192092896,0.9999999403953552,0.9999994039535522,0.8718430995941162,0.6995798349380493,0.6253588199615479,0.5657418966293335,0.5657414793968201,0.5103130340576172,0.41510164737701416,0.35976600646972656,0.28927600383758545,0.28410232067108154,0.001856750941936281,0.002215549556796977,0.002547958370211402,0.002938467134030625,0.003078008401196596,0.00418256496441896,0.004914661580373866,0.006161818980378549,0.006624382246362195,0.008011807994025878,0.012475026949688973
2,1,1.9920711517333984,1.9831409454345703,1.929438829421997,1.8926024436950684,1.7950990200042725,1.7675927877426147,1.7675920724868774,1.7031898498535156,1.6714718341827393,1.5714772939682007,1.4342588186264038,1.4342584609985352,1.4147274494171143,1.3808319568634033,1.3234803676605225,1.1278560161590576,0.9999998807907104,0.9999998807907104,0.9999997615814209,0.9999995827674866,0.8718434572219849,0.6995797157287598,0.6253589391708374,0.5657418966293335,0.5657414793968201,0.5103132724761963,0.4151015281677246,0.35976600646972656,0.2892754077911377,0.28410303592681885,0.0018567471204916032,0.0022155459577150385,0.0025479604613350107,0.00293847511049008,0.003078011471217023,0.004182557787754227,0.004914683913167869,0.006161802272749017,0.006624389753937767,0.008011784768289452,0.012475052328409219
3,0,1.9920986890792847,1.9835489988327026,1.944757342338562,1.9284507036209106,1.840561866760254,1.7675923109054565,1.767591953277588,1.7399226427078247,1.703169584274292,1.6233779191970825,1.5503145456314087,1.4342588186264038,1.4342583417892456,1.3958635330200195,1.352125644683838,1.1667811870574951,1.0000001192092896,1.0000001192092896,1.0,0.9999998807907104,0.9999998807907104,0.9999998211860657,0.9999995827674866,0.8384383916854858,0.6360346078872681,0.5657417178153992,0.565741240978241,0.5425536632537842,0.4900311231613159,0.4067540168762207,6.840928890892498e-05,0.00017680891443859316,0.00022329013773956385,0.00046801635957288473,0.0007839973176926194,0.0008843021084192201,0.0011496903849272844,0.0013118005175848644,0.0017413672180785307,0.0018592942136442473,0.00252761196758817
4,0,1.9924790859222412,1.9869520664215088,1.9465495347976685,1.9295097589492798,1.8786886930465698,1.838515043258667,1.7675925493240356,1.7675923109054565,1.7164218425750732,1.6658865213394165,1.5868250131607056,1.5418211221694946,1.4342589378356934,1.4342581033706665,1.3714430332183838,1.1668930053710938,1.0000003576278687,1.000000238418579,1.000000238418579,1.0000001192092896,1.0000001192092896,1.0,0.9999998807907104,0.9999998211860657,0.9999995231628418,0.9999994039535522,0.8383359909057617,0.565741777420044,0.5657415390014648,0.5640792846679688,9.912742411666079e-08,2.8003599060780514e-05,3.039152259909858e-05,3.5322229631450924e-05,5.821439753345191e-05,0.00011335820635510395,0.000334511535183041,0.0003573350770825095,0.0005564136481236315,0.000651505573858377,0.0010339090226405875
5,0,1.9924789667129517,1.9869515895843506,1.9465491771697998,1.929509162902832,1.8786884546279907,1.8385146856307983,1.7675923109054565,1.767591953277588,1.7164216041564941,1.6658865213394165,1.586824893951416,1.541821002960205,1.434259057044983,1.4342581033706665,1.3714430332183838,1.1668930053710938,1.0000005960464478,1.000000238418579,1.0000001192092896,0.9999998807907104,0.9999998807907104,0.9999995827674866,0.9999995827674866,0.9999995231628418,0.9999995231628418,0.9999993443489075,0.8383355140686035,0.5657415390014648,0.5657410621643066,0.564079225063324,9.912541310332012e-08,2.800361150343874e-05,3.039160393301422e-05,3.532229924378456e-05,5.821437423804615e-05,0.00011335849714811733,0.0003345136550473286,0.00035733565540927727,0.0005564147722042984,0.0006515070393146627,0.0010339096834627917
6,0,1.9928966760635376,1.988552212715149,1.9489742517471313,1.9318630695343018,1.9167790412902832,1.8396918773651123,1.7675918340682983,1.767590880393982,1.7220364809036255,1.689528226852417,1.6213784217834473,1.5550538301467896,1.5149805545806885,1.4342584609985352,1.434258222579956,1.3708022832870483,1.1668816804885864,1.0000004768371582,1.0000003576278687,1.000000238418579,1.000000238418579,1.0000001192092896,0.9999999403953552,0.9999998807907104,0.9999997615814209,0.9999995231628418,0.9999989867210388,0.8383457660675049,0.5675015449523926,0.5657416582107544,8.281380441768715e-08,2.6978113560040116e-05,3.0371771235488922e-05,3.594689485732901e-05,4.898251212814452e-05,5.9758056050304785e-05,7.77285030335435e-05,0.0001577551666265892,0.0003189680032817117,0.000524226724224965,0.0009177914967652112
7,0,1.9920984506607056,1.9835487604141235,1.944757103919983,1.928450345993042,1.840561866760254,1.767592430114746,1.7675912380218506,1.7399225234985352,1.703169345855713,1.623377799987793,1.550313949584961,1.4342586994171143,1.4342585802078247,1.3958632946014404,1.3521251678466797,1.1667810678482056,1.0000003576278687,1.000000238418579,1.000000238418579,1.000000238418579,0.9999999403953552,0.9999998807907104,0.9999998211860657,0.8384383916854858,0.6360344886779785,0.5657417178153992,0.5657415390014648,0.5425539016723633,0.49003124237060547,0.40675389766693115,6.840889915255794e-05,0.0001768082858911941,0.0002232894513027695,0.00046801694417277916,0.0007839975043873156,0.0008843026672673256,0.0011496920543584554,0.0013117978141360745,0.0017413654280450871,0.001859293289600367,0.0025276105739646003
8,1,1.9921361207962036,1.9842921495437622,1.9679341316223145,1.9289652109146118,1.8565704822540283,1.770328164100647,1.7675923109054565,1.7675913572311401,1.703190803527832,1.6858659982681274,1.606717586517334,1.5442285537719727,1.4342591762542725,1.4342586994171143,1.3956618309020996,1.3517295122146606,1.1658802032470703,1.000000238418579,1.000000238418579,1.0000001192092896,0.9999998807907104,0.9999997615814209,0.9999997615814209,0.9999996423721313,0.9999991059303284,0.8391306400299072,0.6364494562149048,0.5657416582107544,0.5657415390014648,0.5482208728790283,1.410126374366963e-07,2.8704305047952754e-05,3.1093883909510115e-05,3.5652744547461286e-05,0.00011724543470110658,0.00032637462830076866,0.0003618965058249442,0.0004123702842181274,0.0005841446535035401,0.0007414819891242144,0.0012530859605537272
9,1,1.9930278062820435,1.988808035850525,1.9346249103546143,1.9273731708526611,1.8908125162124634,1.7932777404785156,1.7675917148590088,1.741220235824585,1.703355312347412,1.6738994121551514,1.6205451488494873,1.5714770555496216,1.4342584609985352,1.415887475013733,1.4053447246551514,1.3309056758880615,1.1298762559890747,1.0000009536743164,1.0000005960464478,1.0000004768371582,1.0000001192092896,1.0000001192092896,1.0,1.0,0.9999993443489075,0.8698016405105591,0.6962076425552368,0.5950561761856079,0.565741777420044,0.5107564926147461,1.0198031399473625e-07,2.9103747716480622e-05,3.069005458963329e-05,4.8106265842386844e-05,0.00010101394087670327,0.00018610791416087577,0.00030865098474203156,0.0004390568740220319,0.0006307737984451166,0.0008374261177771161,0.0015100749155485165
